reviewer,paper_id,excluded,category,question,raw_value,tag
andi,5WU76SYL,False,General information,Project status,unmaintained,
andi,5WU76SYL,False,General information,License,GPL,
andi,5WU76SYL,False,General information,Additional information,No additional information,
andi,5WU76SYL,False,Target platform (RQ1),Deployment,Robot simulation,
andi,5WU76SYL,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,5WU76SYL,False,Target platform (RQ1),Simulation environment,Gazebo,
andi,5WU76SYL,False,Target platform (RQ1),Domain,Medical and healthcare,
andi,5WU76SYL,False,Target platform (RQ1),Use case,Navigation,
andi,5WU76SYL,False,Target platform (RQ1),Use case,Collision avoidance,
andi,5WU76SYL,False,Target platform (RQ1),Location,Not applicable,
andi,5WU76SYL,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,5WU76SYL,False,Software characteristics (RQ2),Middleware,ROS2,
andi,5WU76SYL,False,Software characteristics (RQ2),Control algorithm,BT (nav 2),
andi,5WU76SYL,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
andi,5WU76SYL,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
andi,5WU76SYL,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,5WU76SYL,False,Explanation structure (RQ3),Generation technique,Rule-based,
andi,5WU76SYL,False,Explanation structure (RQ3),Generation technique,Tree-based,
andi,5WU76SYL,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,5WU76SYL,False,Explanation structure (RQ3),Explanatory question,What,
andi,5WU76SYL,False,Explanation structure (RQ3),Explanatory question,Why,
andi,5WU76SYL,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,5WU76SYL,False,Explanation structure (RQ3),Presentation modality,Text,
andi,5WU76SYL,False,Stakeholder (RQ4),HRI Type,Underspecified,
andi,5WU76SYL,False,Stakeholder (RQ4),Motivation,Accountability,
andi,5WU76SYL,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,5WU76SYL,False,Evaluation (RQ5),State of explainability,Implementation,
andi,5WU76SYL,False,Evaluation (RQ5),Type of explainability evaluation,None,
andi,5WU76SYL,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,LCAWJG35,False,General information,Code available?,no,
andi,LCAWJG35,False,General information,Project status,Not applicable,
andi,LCAWJG35,False,General information,License,Not applicable,
andi,LCAWJG35,False,General information,Additional information,No additional information,
andi,LCAWJG35,False,Target platform (RQ1),Deployment,Robot recording,
andi,LCAWJG35,False,Target platform (RQ1),Deployment,Real robot,
andi,LCAWJG35,False,Target platform (RQ1),Robotic device,Drone,
andi,LCAWJG35,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,LCAWJG35,False,Target platform (RQ1),Domain,Underspecified,
andi,LCAWJG35,False,Target platform (RQ1),Use case,Underspecified,
andi,LCAWJG35,False,Target platform (RQ1),Location,Not applicable,
andi,LCAWJG35,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,LCAWJG35,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,LCAWJG35,False,Software characteristics (RQ2),Control algorithm,Underspecified,
andi,LCAWJG35,False,Software characteristics (RQ2),Adaptation,None,
andi,LCAWJG35,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,LCAWJG35,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,LCAWJG35,False,Explanation structure (RQ3),Generation technique,DL-based,
andi,LCAWJG35,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,LCAWJG35,False,Explanation structure (RQ3),Explanatory question,Why,
andi,LCAWJG35,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,LCAWJG35,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,LCAWJG35,False,Stakeholder (RQ4),HRI Type,Human supervision,
andi,LCAWJG35,False,Stakeholder (RQ4),Motivation,Failure handling,
andi,LCAWJG35,False,Stakeholder (RQ4),Motivation,Safety,
andi,LCAWJG35,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,LCAWJG35,False,Evaluation (RQ5),State of explainability,Implementation,
andi,LCAWJG35,False,Evaluation (RQ5),Type of explainability evaluation,Discussion needed: The calculation of true positives is adapted to consider cases where the algorithm did not specify the correct source of a failure but still detected an anomaly. I would argue that this doesn't count as an explanability evaluation,Discussion needed
andi,LCAWJG35,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,57LQAWFP,False,General information,Code available?,no,
andi,57LQAWFP,False,General information,Project status,Not applicable,
andi,57LQAWFP,False,General information,License,Not applicable,
andi,57LQAWFP,False,General information,Additional information,No additional information,
andi,57LQAWFP,False,Target platform (RQ1),Deployment,Real robot,
andi,57LQAWFP,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
andi,57LQAWFP,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,57LQAWFP,False,Target platform (RQ1),Domain,Consumer robot,
andi,57LQAWFP,False,Target platform (RQ1),Use case,Other: Pour drinking,Other
andi,57LQAWFP,False,Target platform (RQ1),Location,Laboratory,
andi,57LQAWFP,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,57LQAWFP,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,57LQAWFP,False,Software characteristics (RQ2),Control algorithm,Other: Hierarchical Imitation Learning,Other
andi,57LQAWFP,False,Software characteristics (RQ2),Adaptation,None,
andi,57LQAWFP,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,57LQAWFP,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,57LQAWFP,False,Explanation structure (RQ3),Generation technique,Other: Hierarchical Imitation Learning,Other
andi,57LQAWFP,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,57LQAWFP,False,Explanation structure (RQ3),Explanatory question,What,
andi,57LQAWFP,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,57LQAWFP,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,57LQAWFP,False,Explanation structure (RQ3),Presentation modality,Visualization,
andi,57LQAWFP,False,Stakeholder (RQ4),HRI Type,Human supervision,
andi,57LQAWFP,False,Stakeholder (RQ4),Motivation,Safety,
andi,57LQAWFP,False,Stakeholder (RQ4),Motivation,Accountability,
andi,57LQAWFP,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,57LQAWFP,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,57LQAWFP,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,57LQAWFP,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,NUSXX3T3,False,General information,Code available?,"Discussion needed: Again: ""Will be made available on reasonable request"" Do we need to test this?",Discussion needed
andi,NUSXX3T3,False,General information,Project status,Not applicable,
andi,NUSXX3T3,False,General information,License,Not applicable,
andi,NUSXX3T3,False,General information,Additional information,Other: This is a very weird paper tbh. ,Other
andi,NUSXX3T3,False,Target platform (RQ1),Deployment,Other simulation,
andi,NUSXX3T3,False,Target platform (RQ1),Robotic device,Drone,
andi,NUSXX3T3,False,Target platform (RQ1),Simulation environment,Underspecified,
andi,NUSXX3T3,False,Target platform (RQ1),Domain,Consumer robot,
andi,NUSXX3T3,False,Target platform (RQ1),Use case,Other: Package delivery,Other
andi,NUSXX3T3,False,Target platform (RQ1),Location,Not applicable,
andi,NUSXX3T3,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,NUSXX3T3,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,NUSXX3T3,False,Software characteristics (RQ2),Control algorithm,RL,
andi,NUSXX3T3,False,Software characteristics (RQ2),Adaptation,None,
andi,NUSXX3T3,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,NUSXX3T3,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,NUSXX3T3,False,Explanation structure (RQ3),Generation technique,Underspecified,
andi,NUSXX3T3,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,NUSXX3T3,False,Explanation structure (RQ3),Explanatory question,Why,
andi,NUSXX3T3,False,Explanation structure (RQ3),Explanatory question,What,
andi,NUSXX3T3,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,NUSXX3T3,False,Explanation structure (RQ3),Presentation modality,Visualization,
andi,NUSXX3T3,False,Explanation structure (RQ3),Presentation modality,Text,
andi,NUSXX3T3,False,Stakeholder (RQ4),HRI Type,Underspecified,
andi,NUSXX3T3,False,Stakeholder (RQ4),Motivation,Underspecified,
andi,NUSXX3T3,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
andi,NUSXX3T3,False,Evaluation (RQ5),State of explainability,Implementation,
andi,NUSXX3T3,False,Evaluation (RQ5),Type of explainability evaluation,None,
andi,NUSXX3T3,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,YIQ7M7WK,False,General information,Code available?,no,
andi,YIQ7M7WK,False,General information,Project status,Not applicable,
andi,YIQ7M7WK,False,General information,License,Not applicable,
andi,YIQ7M7WK,False,General information,Additional information,No additional information,
andi,YIQ7M7WK,False,Target platform (RQ1),Deployment,Real robot,
andi,YIQ7M7WK,False,Target platform (RQ1),Robotic device,Humanoid robot,
andi,YIQ7M7WK,False,Target platform (RQ1),Simulation environment,Not applicable,
andi,YIQ7M7WK,False,Target platform (RQ1),Domain,Underspecified,
andi,YIQ7M7WK,False,Target platform (RQ1),Use case,Manipulation,
andi,YIQ7M7WK,False,Target platform (RQ1),Location,Laboratory,
andi,YIQ7M7WK,False,Target platform (RQ1),Multi Agent System,One human - multiple robots,
andi,YIQ7M7WK,False,Software characteristics (RQ2),Middleware,Underspecified,
andi,YIQ7M7WK,False,Software characteristics (RQ2),Control algorithm,FSM,
andi,YIQ7M7WK,False,Software characteristics (RQ2),Adaptation,None,
andi,YIQ7M7WK,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Generation technique,Template-based,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Explanatory question,What,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Planning level scope,Action level,
andi,YIQ7M7WK,False,Explanation structure (RQ3),Presentation modality,Text,
andi,YIQ7M7WK,False,Stakeholder (RQ4),HRI Type,Coexistence,
andi,YIQ7M7WK,False,Stakeholder (RQ4),Motivation,User understanding,
andi,YIQ7M7WK,False,Stakeholder (RQ4),Stakeholder type,Bystander,
andi,YIQ7M7WK,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,YIQ7M7WK,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Qualitative",
andi,YIQ7M7WK,False,Evaluation (RQ5),Evaluation metrics,Understandability,
andi,YIQ7M7WK,False,Evaluation (RQ5),Evaluation metrics,Other: Preference,Other
andi,T4YDQC6B,True,General information,Code available?,yes,
andi,T4YDQC6B,True,General information,Project status,unmaintained,
andi,T4YDQC6B,True,General information,License,Underspecified,
andi,T4YDQC6B,True,Target platform (RQ1),Deployment,Robot simulation,
andi,T4YDQC6B,True,Target platform (RQ1),Simulation environment,MuJoCo,
andi,CB6RLGUB,False,General information,Code available?,no,
andi,CB6RLGUB,False,General information,Project status,Not applicable,
andi,CB6RLGUB,False,General information,License,Not applicable,
andi,CB6RLGUB,False,General information,Additional information,Other: You could think about excluding this paper since most of the paper is on imitation learning and the explainability part is basically developed in a different paper and very little tuned. This raises questions about the explainability being the main focus,Other
andi,CB6RLGUB,False,Target platform (RQ1),Deployment,Real robot,
andi,CB6RLGUB,False,Target platform (RQ1),Deployment,Robot simulation,
andi,CB6RLGUB,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
andi,CB6RLGUB,False,Target platform (RQ1),Simulation environment,PyBullet,
andi,CB6RLGUB,False,Target platform (RQ1),Simulation environment,Other: Habitat Sim,Other
andi,CB6RLGUB,False,Target platform (RQ1),Domain,Consumer robot,
andi,CB6RLGUB,False,Target platform (RQ1),Use case,Manipulation,
andi,CB6RLGUB,False,Target platform (RQ1),Location,Underspecified,
andi,CB6RLGUB,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,CB6RLGUB,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,CB6RLGUB,False,Software characteristics (RQ2),Control algorithm,DL-Based,
andi,CB6RLGUB,False,Software characteristics (RQ2),Adaptation,None,
andi,CB6RLGUB,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,CB6RLGUB,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,CB6RLGUB,False,Explanation structure (RQ3),Generation technique,Underspecified,
andi,CB6RLGUB,False,Explanation structure (RQ3),Explained robot part,Behaviour,
andi,CB6RLGUB,False,Explanation structure (RQ3),Explanatory question,Why,
andi,CB6RLGUB,False,Explanation structure (RQ3),Planning level scope,Policy level,
andi,CB6RLGUB,False,Explanation structure (RQ3),Presentation modality,Plot,
andi,CB6RLGUB,False,Stakeholder (RQ4),HRI Type,No coexistence,
andi,CB6RLGUB,False,Stakeholder (RQ4),Motivation,Debugging,
andi,CB6RLGUB,False,Stakeholder (RQ4),Motivation,Other: Verification,Other
andi,CB6RLGUB,False,Stakeholder (RQ4),Stakeholder type,Developer,
andi,CB6RLGUB,False,Evaluation (RQ5),State of explainability,Evaluated,
andi,CB6RLGUB,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
andi,CB6RLGUB,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
andi,BPBV4QIT,False,General information,Code available?,no,
andi,BPBV4QIT,False,General information,Project status,Not applicable,
andi,BPBV4QIT,False,General information,License,Not applicable,
andi,BPBV4QIT,False,General information,Additional information,No additional information,
andi,BPBV4QIT,False,Target platform (RQ1),Deployment,Robot simulation,
andi,BPBV4QIT,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
andi,BPBV4QIT,False,Target platform (RQ1),Simulation environment,Other: PointMaze,Other
andi,BPBV4QIT,False,Target platform (RQ1),Domain,Underspecified,
andi,BPBV4QIT,False,Target platform (RQ1),Use case,Navigation,
andi,BPBV4QIT,False,Target platform (RQ1),Location,Not applicable,
andi,BPBV4QIT,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
andi,BPBV4QIT,False,Software characteristics (RQ2),Middleware,Mo Middleware,
andi,BPBV4QIT,False,Software characteristics (RQ2),Control algorithm,RL,
andi,BPBV4QIT,False,Software characteristics (RQ2),Adaptation,None,
andi,BPBV4QIT,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
andi,BPBV4QIT,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
andi,BPBV4QIT,False,Explanation structure (RQ3),Generation technique,"Other: Graph-based, Page-Rank algorithm for finding the most important nodes in a graph",Other
